date,discipline,hippodrome,numcourse,partants,distance,prono1,prono2,prono3,prono4,prono5,prono6,prono7,prono8,a1,rapport,si_a1_dans_pronos,race_id
2023-02-08,trot,Vincennes,C1,15.0,2100.0,13.0,4.0,1.0,5.0,10.0,12.0,3.0,8.0,4.0,4.7,1.0,2023-02-08_Vincennes_C1
2023-02-09,galop,Cagnes,C2,16.0,1600.0,1.0,2.0,9.0,6.0,3.0,7.0,5.0,12.0,12.0,8.7,1.0,2023-02-09_Cagnes_C2
2023-02-10,trot,Vincennes,C7,16.0,2700.0,10.0,15.0,7.0,12.0,4.0,13.0,3.0,1.0,10.0,2.6,1.0,2023-02-10_Vincennes_C7
2023-02-11,trot,Vincennes,C4,16.0,2100.0,14.0,8.0,2.0,5.0,3.0,16.0,1.0,4.0,8.0,6.3,1.0,2023-02-11_Vincennes_C4
2023-02-12,trot,Vincennes,C4,18.0,2100.0,5.0,3.0,1.0,4.0,10.0,2.0,13.0,9.0,5.0,6.1,1.0,2023-02-12_Vincennes_C4
2023-02-13,trot,Vincennes,C1,16.0,2700.0,9.0,8.0,10.0,13.0,14.0,1.0,5.0,3.0,9.0,3.1,1.0,2023-02-13_Vincennes_C1
2023-02-14,trot,Vincennes,C1,14.0,2100.0,8.0,14.0,5.0,7.0,11.0,4.0,6.0,9.0,8.0,5.4,1.0,2023-02-14_Vincennes_C1
2023-02-15,galop,Cagnes,C2,16.0,2000.0,14.0,1.0,2.0,11.0,16.0,9.0,4.0,7.0,16.0,9.7,1.0,2023-02-15_Cagnes_C2
2023-02-16,trot,Vincennes,C1,14.0,2700.0,9.0,12.0,11.0,8.0,14.0,13.0,1.0,3.0,11.0,8.3,1.0,2023-02-16_Vincennes_C1
2023-02-17,trot,Cagnes,C8,13.0,2925.0,8.0,10.0,7.0,9.0,4.0,6.0,12.0,5.0,10.0,5.9,1.0,2023-02-17_Cagnes_C8
2023-02-18,galop,Cagnes,C4,16.0,2000.0,11.0,3.0,1.0,2.0,9.0,7.0,15.0,5.0,13.0,16.0,0.0,2023-02-18_Cagnes_C4
2023-02-19,trot,Vincennes,C4,16.0,2700.0,3.0,7.0,15.0,16.0,12.0,8.0,5.0,14.0,3.0,2.9,1.0,2023-02-19_Vincennes_C4
2023-02-20,trot,Vincennes,C1,16.0,2850.0,5.0,6.0,14.0,15.0,13.0,2.0,12.0,16.0,12.0,16.0,1.0,2023-02-20_Vincennes_C1
2023-02-21,trot,Vincennes,C1,13.0,2850.0,1.0,10.0,8.0,3.0,11.0,2.0,13.0,12.0,10.0,6.3,1.0,2023-02-21_Vincennes_C1
2023-02-22,galop,Cagnes,C2,16.0,1500.0,3.0,6.0,2.0,14.0,4.0,10.0,12.0,7.0,15.0,19.0,0.0,2023-02-22_Cagnes_C2
2023-02-23,trot,Vincennes,C1,14.0,2100.0,3.0,4.0,12.0,8.0,9.0,5.0,6.0,2.0,11.0,34.0,0.0,2023-02-23_Vincennes_C1
2023-02-24,trot,Vincennes,C7,15.0,2850.0,14.0,2.0,15.0,13.0,10.0,9.0,5.0,11.0,14.0,3.6,1.0,2023-02-24_Vincennes_C7
2023-02-25,galop,Auteuil,C4,16.0,3600.0,10.0,3.0,4.0,12.0,16.0,7.0,1.0,8.0,14.0,52.8,0.0,2023-02-25_Auteuil_C4
2023-02-26,trot,Vincennes,C4,14.0,4150.0,11.0,13.0,3.0,5.0,12.0,14.0,4.0,10.0,11.0,4.4,1.0,2023-02-26_Vincennes_C4
2023-02-27,galop,Cagnes,C1,16.0,2150.0,11.0,10.0,1.0,5.0,2.0,9.0,4.0,12.0,11.0,4.5,1.0,2023-02-27_Cagnes_C1
2023-02-28,trot,Vincennes,C1,16.0,2100.0,10.0,1.0,3.0,14.0,12.0,11.0,4.0,5.0,14.0,6.9,1.0,2023-02-28_Vincennes_C1
2023-03-01,galop,Chantilly,C1,16.0,1300.0,3.0,5.0,10.0,11.0,15.0,7.0,8.0,6.0,5.0,6.8,1.0,2023-03-01_Chantilly_C1
2023-03-02,trot,Vincennes,C1,13.0,2700.0,7.0,13.0,1.0,12.0,11.0,9.0,8.0,4.0,9.0,13.0,1.0,2023-03-02_Vincennes_C1
2023-03-03,trot,Cagnes,C7,16.0,2925.0,8.0,15.0,2.0,3.0,10.0,1.0,7.0,6.0,8.0,2.3,1.0,2023-03-03_Cagnes_C7
2023-03-04,trot,Nantes,C4,14.0,2700.0,10.0,6.0,8.0,14.0,9.0,5.0,7.0,4.0,5.0,9.9,1.0,2023-03-04_Nantes_C4
2023-03-05,galop,Auteuil,C3,18.0,3600.0,14.0,1.0,9.0,2.0,10.0,7.0,12.0,15.0,1.0,11.6,1.0,2023-03-05_Auteuil_C3
2023-03-06,trot,Caen,C4,16.0,2450.0,5.0,2.0,13.0,15.0,1.0,14.0,12.0,3.0,5.0,2.7,1.0,2023-03-06_Caen_C4
2023-03-07,galop,Chantilly,C1,16.0,1600.0,8.0,1.0,2.0,5.0,4.0,7.0,9.0,13.0,6.0,10.0,0.0,2023-03-07_Chantilly_C1
2023-03-08,trot,Amiens,C1,16.0,2900.0,8.0,11.0,2.0,10.0,4.0,14.0,3.0,7.0,4.0,10.0,1.0,2023-03-08_Amiens_C1
2023-03-09,galop,SaintCloud,C1,16.0,2000.0,6.0,1.0,8.0,5.0,3.0,7.0,4.0,9.0,7.0,21.0,1.0,2023-03-09_SaintCloud_C1
2023-03-10,trot,Enghien,C8,16.0,2150.0,1.0,2.0,4.0,7.0,5.0,13.0,11.0,10.0,11.0,18.3,1.0,2023-03-10_Enghien_C8
2023-03-11,galop,Auteuil,C6,18.0,4400.0,4.0,1.0,5.0,18.0,8.0,17.0,2.0,14.0,12.0,26.7,0.0,2023-03-11_Auteuil_C6
2023-03-12,trot,Cagnes,C4,13.0,2925.0,8.0,3.0,2.0,11.0,10.0,9.0,6.0,7.0,6.0,16.0,1.0,2023-03-12_Cagnes_C4
2023-03-13,galop,Chantilly,C1,16.0,2700.0,2.0,7.0,1.0,6.0,12.0,4.0,13.0,11.0,8.0,11.0,0.0,2023-03-13_Chantilly_C1
2023-03-14,trot,Laval,C1,14.0,2850.0,9.0,5.0,7.0,6.0,8.0,10.0,12.0,1.0,9.0,2.4,1.0,2023-03-14_Laval_C1
2023-03-15,galop,Chantilly,C1,16.0,1900.0,3.0,5.0,1.0,6.0,11.0,4.0,2.0,12.0,16.0,17.0,0.0,2023-03-15_Chantilly_C1
2023-03-16,trot,Caen,C1,16.0,2200.0,2.0,6.0,5.0,1.0,7.0,4.0,16.0,11.0,2.0,2.3,1.0,2023-03-16_Caen_C1
2023-03-17,trot,Enghien,C8,16.0,2150.0,7.0,15.0,8.0,6.0,14.0,5.0,3.0,4.0,10.0,20.0,0.0,2023-03-17_Enghien_C8
2023-03-18,galop,SaintCloud,C4,16.0,1400.0,3.0,1.0,2.0,5.0,8.0,14.0,16.0,7.0,15.0,15.2,0.0,2023-03-18_SaintCloud_C4
2023-03-19,galop,Auteuil,C3,16.0,3900.0,8.0,1.0,11.0,4.0,7.0,12.0,3.0,15.0,14.0,15.7,0.0,2023-03-19_Auteuil_C3
2023-03-20,galop,Compiegne,C1,16.0,1800.0,10.0,4.0,1.0,11.0,5.0,3.0,12.0,14.0,3.0,7.9,1.0,2023-03-20_Compiegne_C1
2023-03-21,galop,Chantilly,C1,15.0,2100.0,2.0,7.0,1.0,9.0,10.0,8.0,4.0,3.0,7.0,3.0,1.0,2023-03-21_Chantilly_C1
2023-03-22,trot,Lisieux,C4,16.0,2725.0,14.0,16.0,12.0,6.0,3.0,10.0,9.0,5.0,14.0,2.0,1.0,2023-03-22_Lisieux_C4
2023-03-23,galop,SaintCloud,C1,15.0,2400.0,8.0,2.0,7.0,12.0,6.0,5.0,1.0,11.0,9.0,16.2,0.0,2023-03-23_SaintCloud_C1
